Time,Wind(knotsbft),Gust(knotsbft),Wind Direction(deg)
08/17 6:23:49,2.1,2.9,124
08/17 6:25:49,1.7,1.9,124
08/17 6:27:49,1.4,1.9,124
08/17 6:29:49,1.4,1.9,124
08/17 6:31:49,0.8,1,124
08/17 6:33:49,0,0,124
08/17 6:35:49,0,0,124
08/17 6:37:49,0,0,124
08/17 6:39:49,0,0,124
08/17 6:41:49,0,0,124
08/17 6:43:49,0,0,124
08/17 6:45:49,0,0,124
08/17 6:47:49,0.6,1,124
08/17 6:49:49,0.4,1,124
08/17 6:51:49,0,0,124
08/17 6:53:49,1.2,1.9,124
08/17 6:55:49,1.4,1.9,124
08/17 6:57:49,2.1,2.9,124
08/17 6:59:49,2.1,2.9,124
08/17 7:01:49,2.9,3.9,116
08/17 7:03:49,2.1,2.9,117
08/17 7:05:49,4.1,5.1,113
08/17 7:07:49,3.1,3.9,111
08/17 7:09:49,3.5,3.9,114
08/17 7:11:49,3.3,3.9,112
08/17 7:13:49,3.5,5.1,99
08/17 7:15:49,3.3,3.9,95
08/17 7:17:49,3.9,5.1,106
08/17 7:19:49,3.7,3.9,94
08/17 7:21:49,3.5,5.1,93
08/17 7:23:49,3.9,3.9,106
08/17 7:25:49,3.7,3.9,106
08/17 7:27:49,4.3,5.1,108
08/17 7:29:49,3.3,3.9,101
08/17 7:31:49,5.1,6,98
08/17 7:33:49,4.3,5.1,89
08/17 7:35:49,3.9,5.1,95
08/17 7:37:49,3.5,3.9,101
08/17 7:39:49,3.5,3.9,93
08/17 7:41:49,3.9,5.1,94
08/17 7:43:49,3.5,5.1,100
08/17 7:45:49,3.9,3.9,99
08/17 7:47:49,4.3,5.1,99
08/17 7:49:49,4.1,5.1,107
08/17 7:51:49,2.1,2.9,116
08/17 7:53:49,1.2,1.9,117
08/17 7:55:49,2.7,2.9,123
08/17 7:57:49,1.4,1.9,125
08/17 7:59:49,1.2,1.9,125
08/17 8:01:49,1.2,1.9,125
08/17 8:03:49,1.2,1.9,125
08/17 8:05:49,1.9,2.9,125
08/17 8:07:49,2.9,3.9,123
08/17 8:09:49,2.7,2.9,119
08/17 8:11:49,1.9,1.9,116
08/17 8:13:49,1.9,2.9,121
08/17 8:15:49,1.9,2.9,120
08/17 8:17:49,1.9,1.9,120
08/17 8:19:49,2.1,2.9,121
08/17 8:21:49,2.5,2.9,121
08/17 8:23:49,2.1,2.9,121
08/17 8:25:49,2.3,2.9,121
08/17 8:27:49,2.1,2.9,121
08/17 8:29:49,1.7,1.9,121
08/17 8:31:49,1.7,1.9,122
08/17 8:33:49,1.7,2.9,122
08/17 8:35:49,1.2,1.9,122
08/17 8:37:49,2.1,2.9,124
08/17 8:39:49,1.7,1.9,125
08/17 8:41:49,1.2,1.9,125
08/17 8:43:49,1,1,125
08/17 8:45:49,2.1,2.9,125
08/17 8:47:49,1,1,125
08/17 8:49:49,1.2,1.9,125
08/17 8:51:49,1,1,125
08/17 8:53:49,1.9,1.9,125
08/17 8:55:49,1.2,1.9,125
08/17 8:57:49,1.9,1.9,125
08/17 8:59:49,3.3,3.9,125
08/17 9:01:49,2.1,2.9,125
08/17 9:03:49,2.9,2.9,124
08/17 9:05:49,4.3,5.1,113
08/17 9:07:49,3.9,6,106
08/17 9:09:49,3.3,3.9,107
08/17 9:11:49,6.4,8,108
08/17 9:13:49,5.1,6,99
08/17 9:15:49,5.4,7,106
08/17 9:17:49,3.9,5.1,96
08/17 9:19:49,3.1,5.1,106
08/17 9:21:49,3.9,5.1,107
08/17 9:23:49,4.3,5.1,107
08/17 9:25:49,3.7,3.9,121
08/17 9:27:49,4.3,5.1,116
08/17 9:29:49,2.7,2.9,122
08/17 9:31:49,3.9,5.1,110
08/17 9:33:49,2.9,3.9,107
08/17 9:35:49,2.9,3.9,118
08/17 9:37:49,2.3,2.9,126
08/17 9:39:49,5.2,7,123
08/17 9:41:49,2.5,3.9,120
08/17 9:43:49,3.3,3.9,128
08/17 9:45:49,2.1,2.9,130
08/17 9:47:49,2.9,3.9,131
08/17 9:49:49,2.1,2.9,132
08/17 9:51:49,2.9,3.9,120
08/17 9:53:49,2.9,2.9,114
08/17 9:55:49,2.1,2.9,120
08/17 9:57:49,3.1,3.9,136
08/17 9:59:49,2.5,2.9,138
08/17 10:01:49,1.6,1.9,139
08/17 10:03:49,3.5,3.9,143
08/17 10:05:49,2.3,2.9,143
08/17 10:07:49,2.1,2.9,143
08/17 10:09:49,2.1,2.9,143
08/17 10:11:49,1.9,2.9,143
08/17 10:13:49,2.5,2.9,143
08/17 10:15:49,2.3,2.9,143
08/17 10:17:49,1.9,1.9,143
08/17 10:19:49,1.6,1.9,143
08/17 10:21:49,0.8,1,143
08/17 10:23:49,1.9,1.9,143
08/17 10:25:49,1,1,143
08/17 10:27:49,0,0,143
08/17 10:29:49,0.8,1,143
08/17 10:31:49,1.2,1.9,143
08/17 10:33:49,1,1,143
08/17 10:35:49,0,0,25
08/17 10:37:49,1.7,1.9,26
08/17 10:39:49,0.6,1,26
08/17 10:41:49,0.2,1,26
08/17 10:43:49,0,0,26
08/17 10:45:49,2.5,2.9,265
08/17 10:47:49,3.5,3.9,338
08/17 10:49:49,2.1,2.9,356
08/17 10:51:49,1.9,1.9,10
08/17 10:53:49,0.2,1,10
08/17 10:55:49,4.1,5.1,343
08/17 10:57:49,3.3,3.9,2
08/17 10:59:49,2.9,3.9,336
08/17 11:01:49,3.5,5.1,331
08/17 11:03:49,2.9,2.9,336
08/17 11:05:49,3.5,3.9,325
08/17 11:07:49,2.3,2.9,354
08/17 11:09:49,2.1,2.9,339
08/17 11:11:49,2.5,2.9,321
08/17 11:13:49,3.5,5.1,351
08/17 11:15:49,3.5,3.9,359
08/17 11:17:49,2.3,2.9,335
08/17 11:19:49,4.3,5.1,316
08/17 11:21:49,1.6,1.9,328
08/17 11:23:49,3.3,3.9,343
08/17 11:25:49,3.3,3.9,303
08/17 11:27:49,2.1,2.9,305
08/17 11:29:49,3.5,3.9,326
08/17 11:31:49,2.3,2.9,303
08/17 11:33:49,4.7,5.1,306
08/17 11:35:49,5.1,6,302
08/17 11:37:49,2.9,3.9,302
08/17 11:39:49,1.2,1.9,317
08/17 11:41:49,3.3,5.1,327
08/17 11:43:49,3.9,3.9,315
08/17 11:45:49,4.7,5.1,329
08/17 11:47:49,5.4,7,343
08/17 11:49:49,4.5,6,349
08/17 11:51:49,3.7,5.1,342
08/17 11:53:49,3.9,5.1,16
08/17 11:55:49,2.7,3.9,306
08/17 11:57:49,5.6,6,308
08/17 11:59:49,2.1,2.9,307
08/17 12:01:49,3.9,5.1,325
08/17 12:03:49,4.7,5.1,328
08/17 12:05:49,4.1,5.1,318
08/17 12:07:49,2.3,2.9,330
08/17 12:09:49,2.1,2.9,312
08/17 12:11:49,2.9,5.1,355
08/17 12:13:49,5.1,6,320
08/17 12:15:49,5.2,6,320
08/17 12:17:49,5.4,7,311
08/17 12:19:49,2.7,3.9,344
08/17 12:21:49,5.2,6,357
08/17 12:23:49,4.3,5.1,316
08/17 12:25:49,5.2,7,11
08/17 12:27:49,5.8,7,319
08/17 12:29:49,3.3,3.9,302
08/17 12:31:49,4.7,6,307
08/17 12:33:49,4.9,6,337
08/17 12:35:49,5.6,7,346
08/17 12:37:49,4.1,6,329
08/17 12:39:49,4.5,6,336
08/17 12:41:49,6,7,330
08/17 12:43:49,3.5,3.9,337
08/17 12:45:49,5.1,6,324
08/17 12:47:49,5.1,6,302
08/17 12:49:49,4.7,5.1,339
08/17 12:51:49,1.6,2.9,343
08/17 12:53:49,3.3,5.1,299
08/17 12:55:49,3.3,3.9,343
08/17 12:57:49,4.5,6,341
08/17 12:59:49,3.9,5.1,288
08/17 13:01:49,3.3,3.9,337
08/17 13:03:49,4.9,6,338
08/17 13:05:49,4.7,6,337
08/17 13:07:49,4.5,5.1,326
08/17 13:09:49,3.9,5.1,315
08/17 13:11:49,6.6,9.9,331
08/17 13:13:49,5.2,6,279
08/17 13:15:49,6,7,341
08/17 13:17:49,4.7,6,309
08/17 13:19:49,3.9,5.1,318
08/17 13:21:49,4.5,6,299
08/17 13:23:49,3.7,5.1,308
08/17 13:25:49,5.1,6,302
08/17 13:27:49,4.7,6,277
08/17 13:29:49,5.2,6,323
08/17 13:31:49,5.8,7,303
08/17 13:33:49,5.4,7,310
08/17 13:35:49,3.7,5.1,320
08/17 13:37:49,4.9,6,310
08/17 13:39:49,4.3,5.1,334
08/17 13:41:49,5.1,6,313
08/17 13:43:49,4.7,6,310
08/17 13:45:49,3.5,3.9,301
08/17 13:47:49,5.1,8,356
08/17 13:49:49,5.6,6,327
08/17 13:51:49,5.2,6,293
08/17 13:53:49,5.8,7,310
08/17 13:55:49,1.9,2.9,344
08/17 13:57:49,8,10.9,305
08/17 13:59:49,6,8,327
08/17 14:01:49,5.6,7,317
08/17 14:03:49,3.3,3.9,333
08/17 14:05:49,4.3,5.1,345
08/17 14:07:49,6.4,8,328
08/17 14:09:49,4.7,6,304
08/17 14:11:49,2.1,3.9,318
08/17 14:13:49,4.7,6,315
08/17 14:15:49,2.9,2.9,306
08/17 14:17:49,3.1,3.9,286
08/17 14:19:49,4.3,6,300
08/17 14:21:49,2.1,2.9,287
08/17 14:23:49,5.2,8,5
08/17 14:25:49,4.7,6,339
08/17 14:27:49,2.5,5.1,297
08/17 14:29:49,4.7,8,273
08/17 14:31:49,5.1,6,332
08/17 14:33:49,4.3,5.1,329
08/17 14:35:49,3.1,3.9,326
08/17 14:37:49,3.5,5.1,311
08/17 14:39:49,2.7,5.1,283
08/17 14:41:49,3.9,3.9,17
08/17 14:43:49,4.3,5.1,357
08/17 14:45:49,6,7,315
08/17 14:47:49,3.3,3.9,276
08/17 14:49:49,5.1,7,278
08/17 14:51:49,2.5,3.9,307
08/17 14:53:49,6,8,313
08/17 14:55:49,4.1,6,290
08/17 14:57:49,5.2,7,331
08/17 14:59:49,2.9,3.9,306
08/17 15:01:49,3.9,3.9,351
08/17 15:03:49,1.9,2.9,334
08/17 15:05:49,1.2,1.9,33
08/17 15:07:49,3.9,5.1,283
08/17 15:09:49,6,7,333
08/17 15:11:49,3.5,3.9,313
08/17 15:13:49,4.7,7,343
08/17 15:15:49,1.2,1.9,308
08/17 15:17:49,3.3,5.1,53
08/17 15:19:49,2.1,2.9,339
08/17 15:21:49,4.5,6,334
08/17 15:23:49,4.7,6,305
08/17 15:25:49,5.6,7,330
08/17 15:27:49,4.5,7,318
08/17 15:29:49,3.5,5.1,294
08/17 15:31:49,1.9,2.9,283
08/17 15:33:49,3.5,3.9,282
08/17 15:35:49,1.9,2.9,284
08/17 15:37:49,3.5,3.9,305
08/17 15:39:49,5.2,7,337
08/17 15:41:49,5.1,6,308
08/17 15:43:49,1.6,1.9,333
08/17 15:45:49,4.3,8,329
08/17 15:47:49,4.9,6,29
08/17 15:49:49,1.9,2.9,4
08/17 15:51:49,3.5,3.9,287
08/17 15:53:49,2.7,3.9,297
08/17 15:55:49,0.4,1,297
08/17 15:57:49,6.2,7,331
08/17 15:59:49,6,7,296
08/17 16:01:49,5.1,6,310
08/17 16:03:49,4.7,6,317
08/17 16:05:49,3.9,5.1,290
08/17 16:07:49,6.4,8,292
08/17 16:09:49,2.5,3.9,285
08/17 16:11:49,3.5,5.1,270
08/17 16:13:49,2.5,2.9,280
08/17 16:15:49,5.6,7,282
08/17 16:17:49,4.9,5.1,267
08/17 16:19:49,4.5,7,318
08/17 16:21:49,2.5,2.9,303
08/17 16:23:49,2.3,2.9,336
08/17 16:25:49,4.3,5.1,267
08/17 16:27:49,2.5,2.9,333
08/17 16:29:49,2.5,2.9,334
08/17 16:31:49,5.2,6,9
08/17 16:33:49,2.9,2.9,353
08/17 16:35:49,2.5,2.9,336
08/17 16:37:49,4.3,5.1,329
08/17 16:39:49,5.2,6,349
08/17 16:41:49,3.5,5.1,359
08/17 16:43:49,1.2,1.9,2
08/17 16:45:49,4.9,6,271
08/17 16:47:49,6,7,293
08/17 16:49:49,4.3,5.1,295
08/17 16:51:49,3.5,5.1,285
08/17 16:53:49,5.8,7,328
08/17 16:55:49,4.3,5.1,318
08/17 16:57:49,2.5,2.9,275
08/17 16:59:49,7.2,8.9,279
08/17 17:01:49,3.5,3.9,285
08/17 17:03:49,6.2,7,313
08/17 17:05:49,5.8,7,288
08/17 17:07:49,1,1.9,311
08/17 17:09:49,4.7,5.1,312
08/17 17:11:49,4.1,6,333
08/17 17:13:49,4.7,8,315
08/17 17:15:49,2.1,2.9,335
08/17 17:17:49,0,0,336
08/17 17:19:49,2.5,2.9,344
08/17 17:21:49,5.1,6,330
08/17 17:23:49,2.1,2.9,327
08/17 17:25:49,5.1,6,331
08/17 17:27:49,2.3,3.9,334
08/17 17:29:49,3.1,3.9,284
08/17 17:31:49,1.6,2.9,284
08/17 17:33:49,2.9,3.9,294
08/17 17:35:49,3.9,5.1,294
08/17 17:37:49,2.7,5.1,291
08/17 17:39:49,4.7,5.1,317
08/17 17:41:49,3.5,5.1,338
08/17 17:43:49,5.4,7,349
08/17 17:45:49,5.4,7,354
08/17 17:47:49,3.3,6,21
08/17 17:49:49,1.7,2.9,26
08/17 17:51:49,2.3,2.9,313
08/17 17:53:49,2.1,2.9,311
08/17 17:55:49,2.1,2.9,311
08/17 17:57:49,0.8,1,311
08/17 17:59:49,2.9,3.9,295
08/17 18:01:49,3.1,3.9,266
08/17 18:03:49,4.3,5.1,293
08/17 18:05:49,0.6,1.9,297
08/17 18:07:49,2.1,2.9,276
08/17 18:09:49,0.2,1,276
08/17 18:11:49,3.5,3.9,16
08/17 18:13:49,4.7,6,335
08/17 18:15:49,3.9,5.1,324
08/17 18:17:49,3.1,3.9,351
08/17 18:19:49,1.9,2.9,34
08/17 18:21:49,2.1,2.9,46
08/17 18:23:49,6.2,8,33
08/17 18:25:49,5.1,8,22
08/17 18:27:49,2.9,5.1,6
08/17 18:29:49,2.5,2.9,5
08/17 18:31:49,0.2,1,5
08/17 18:33:49,2.3,2.9,292
08/17 18:35:49,1.9,1.9,331
08/17 18:37:49,1.2,1.9,331
08/17 18:39:49,3.3,3.9,276
08/17 18:41:49,2.9,2.9,329
08/17 18:43:49,4.5,5.1,330
08/17 18:45:49,3.9,5.1,315
08/17 18:47:49,3.3,3.9,267
08/17 18:49:49,7.2,10.9,274
08/17 18:51:49,2.3,2.9,266
08/17 18:53:49,2.9,2.9,345
08/17 18:55:49,2.9,2.9,325
08/17 18:57:49,4.1,5.1,285
08/17 18:59:49,3.1,3.9,278
08/17 19:01:49,2.1,2.9,298
08/17 19:03:49,2.1,2.9,322
08/17 19:05:49,3.5,5.1,278
08/17 19:07:49,3.7,3.9,345
08/17 19:09:49,2.5,2.9,329
08/17 19:11:49,3.3,3.9,348
08/17 19:13:49,2.1,3.9,21
08/17 19:15:49,3.9,6,25
08/17 19:17:49,4.1,5.1,3
08/17 19:19:49,3.1,3.9,346
08/17 19:21:49,7,8,322
08/17 19:23:49,6.2,7,349
08/17 19:25:49,5.8,7,35
08/17 19:27:49,2.5,2.9,32
08/17 19:29:49,7,8,337
08/17 19:31:49,4.3,6,350
08/17 19:33:49,6,7,6
08/17 19:35:49,4.7,6,6
08/17 19:37:49,7.6,8,352
08/17 19:39:49,7.2,8.9,347
08/17 19:41:49,5.6,8,347
08/17 19:43:49,3.5,5.1,310
08/17 19:45:49,4.5,5.1,19
08/17 19:47:49,4.3,5.1,28
08/17 19:49:49,5.4,8.9,28
08/17 19:51:49,5.4,7,28
08/17 19:53:49,4.3,5.1,357
08/17 19:55:49,2.9,3.9,326
08/17 19:57:49,5.1,7,23
08/17 19:59:49,3.3,3.9,29
08/17 20:01:49,4.9,6,24
08/17 20:03:49,3.3,3.9,359
08/17 20:05:49,6.2,7,8
08/17 20:07:49,3.9,5.1,17
08/17 20:09:49,3.5,3.9,7
08/17 20:11:49,3.1,3.9,359
08/17 20:13:49,2.3,2.9,332
08/17 20:15:49,4.3,5.1,7
08/17 20:17:49,3.9,5.1,358
08/17 20:19:49,2.3,3.9,33
08/17 20:21:49,3.3,3.9,36
08/17 20:23:49,3.5,3.9,41
08/17 20:25:49,3.3,3.9,40
08/17 20:27:49,1.9,1.9,40
08/17 20:29:49,2.5,2.9,40
08/17 20:31:49,1,1,41
08/17 20:33:49,1.6,1.9,41
08/17 20:35:49,3.3,3.9,22
08/17 20:37:49,3.3,3.9,35
08/17 20:39:49,3.3,3.9,45
08/17 20:41:49,3.3,3.9,49
08/17 20:43:49,4.3,5.1,34
08/17 20:45:49,4.3,5.1,9
08/17 20:47:49,3.7,3.9,29
08/17 20:49:49,3.1,3.9,343
08/17 20:51:49,4.7,6,5
08/17 20:53:49,4.5,5.1,1
08/17 20:55:49,3.3,3.9,38
08/17 20:57:49,4.5,5.1,341
08/17 20:59:49,2.9,3.9,19
08/17 21:01:49,4.3,5.1,354
08/17 21:03:49,4.3,5.1,8
08/17 21:05:49,2.5,2.9,358
08/17 21:07:49,2.5,2.9,19
08/17 21:09:49,3.3,3.9,8
08/17 21:11:49,3.3,5.1,5
08/17 21:13:49,2.5,2.9,28
08/17 21:15:49,1.7,1.9,28
08/17 21:17:49,2.9,3.9,5
08/17 21:19:49,2.5,2.9,5
08/17 21:21:49,2.7,3.9,343
08/17 21:23:49,2.5,2.9,345
08/17 21:25:49,3.1,3.9,19
08/17 21:27:49,3.3,3.9,6
08/17 21:29:49,2.1,2.9,3
08/17 21:31:49,1.9,1.9,345
08/17 21:33:49,1.9,1.9,345
08/17 21:35:49,1.7,1.9,345
08/17 21:37:49,2.5,2.9,357
08/17 21:39:49,2.9,3.9,358
08/17 21:41:49,1.4,1.9,358
08/17 21:43:49,1.9,2.9,358
08/17 21:45:49,1.7,1.9,358
08/17 21:47:49,1.6,1.9,358
08/17 21:49:49,1.9,1.9,358
08/17 21:51:49,1.9,1.9,357
08/17 21:53:49,1.2,1.9,358
08/17 21:55:49,1.9,2.9,357
08/17 21:57:49,1,1,358
08/17 21:59:49,1.2,1.9,358
08/17 22:01:49,1,1,358
08/17 22:03:49,1,1,358
08/17 22:05:49,0.8,1,358
08/17 22:07:49,1,1,358
08/17 22:09:49,0.8,1,358
08/17 22:11:49,0.2,1,358
08/17 22:13:49,0,0,358
08/17 22:15:49,0,0,358
08/17 22:17:49,0,0,357
08/17 22:19:49,0,0,358
08/17 22:21:49,0,0,358
08/17 22:23:49,0.6,1,357
08/17 22:25:49,0,0,357
08/17 22:27:49,1,1,357
08/17 22:29:49,0.8,1,271
08/17 22:31:49,0,0,271
08/17 22:33:49,0,0,271
08/17 22:35:49,0.2,1,271
08/17 22:37:49,0.8,1,271
08/17 22:39:49,1,1,271
08/17 22:41:49,1,1,271
08/17 22:43:49,0.8,1,271
08/17 22:45:49,0.8,1,271
08/17 22:47:49,1.9,1.9,267
08/17 22:49:49,1.9,1.9,271
08/17 22:51:49,2.1,2.9,257
08/17 22:53:49,4.7,6,224
08/17 22:55:49,5.1,6,249
08/17 22:57:49,6.6,8.9,255
08/17 22:59:49,4.3,6,250
08/17 23:01:49,3.1,3.9,254
08/17 23:03:49,1,1,251
08/17 23:05:49,1,1,251
08/17 23:07:49,1,1,251
08/17 23:09:49,0,0,251
08/17 23:11:49,0,0,251
08/17 23:13:49,0.8,1,251
08/17 23:15:49,0.2,1,251
08/17 23:17:49,0,0,251
08/17 23:19:49,1.7,1.9,251
08/17 23:21:49,0,0,251
08/17 23:23:49,0.8,1.9,250
08/17 23:25:49,2.9,3.9,220
08/17 23:27:49,3.7,5.1,251
08/17 23:29:49,4.3,6,216
08/17 23:31:49,4.5,6,223
08/17 23:33:49,2.9,5.1,223
08/17 23:35:49,3.7,3.9,231
08/17 23:37:49,4.3,6,235
08/17 23:39:49,4.7,6,239
08/17 23:41:49,2.9,2.9,235
08/17 23:43:49,5.8,7,199
08/17 23:45:49,3.7,5.1,217
08/17 23:47:49,4.3,5.1,193
08/17 23:49:49,1.4,1.9,188
08/17 23:51:49,1.9,1.9,187
08/17 23:53:49,1.6,1.9,187
08/17 23:55:49,0.8,1.9,187
08/17 23:57:49,0.8,1,187
08/17 23:59:49,0.2,1,187
08/18 0:01:49,0,0,187
08/18 0:03:49,0,0,187
08/18 0:05:49,0,0,187
08/18 0:07:49,0,0,187
08/18 0:09:49,0.8,1,188
08/18 0:11:49,0.4,1,187
08/18 0:13:49,1,1.9,188
08/18 0:15:49,1,1,188
08/18 0:17:49,1.2,1.9,188
08/18 0:19:49,0.8,1,188
08/18 0:21:49,1.6,1.9,188
08/18 0:23:49,2.9,3.9,188
08/18 0:25:49,1.6,1.9,188
08/18 0:27:49,0.6,1,188
08/18 0:29:49,2.5,2.9,188
08/18 0:31:49,1.6,1.9,188
08/18 0:33:49,0.8,1,188
08/18 0:35:49,0.6,1,188
08/18 0:37:49,1.9,2.9,187
08/18 0:39:49,1.9,2.9,188
08/18 0:41:49,1.6,1.9,188
08/18 0:43:49,1.2,1.9,187
08/18 0:45:49,1.9,1.9,187
08/18 0:47:49,1.2,1.9,187
08/18 0:49:49,3.1,3.9,183
08/18 0:51:49,2.9,3.9,173
08/18 0:53:49,3.9,5.1,172
08/18 0:55:49,4.7,7,140
08/18 0:57:49,3.9,5.1,135
08/18 0:59:49,3.9,6,141
08/18 1:01:49,5.8,7,142
08/18 1:03:49,4.3,5.1,155
08/18 1:05:49,3.3,5.1,153
08/18 1:07:49,2.9,2.9,152
08/18 1:09:49,2.9,3.9,164
08/18 1:11:49,2.9,3.9,124
08/18 1:13:49,3.1,3.9,103
08/18 1:15:49,3.5,3.9,92
08/18 1:17:49,5.1,6,85
08/18 1:19:49,2.5,2.9,87
08/18 1:21:49,2.9,3.9,75
08/18 1:23:49,4.1,5.1,75
08/18 1:25:49,4.5,6,49
08/18 1:27:49,5.2,7,26
08/18 1:29:49,3.3,3.9,39
08/18 1:31:49,2.1,2.9,4
08/18 1:33:49,1,1,4
08/18 1:35:49,2.3,3.9,6
08/18 1:37:49,2.5,3.9,2
08/18 1:39:49,1.9,1.9,1
08/18 1:41:49,2.5,2.9,350
08/18 1:43:49,2.5,3.9,333
08/18 1:45:49,3.5,3.9,317
08/18 1:47:49,4.5,6,336
08/18 1:49:49,3.9,5.1,325
08/18 1:51:49,8.4,10.9,335
08/18 1:53:49,7.4,8,332
08/18 1:55:49,9.7,11.9,333
08/18 1:57:49,8.4,9.9,319
08/18 1:59:49,7.4,8.9,328
08/18 2:01:49,7.4,9.9,281
08/18 2:03:49,5.1,6,321
08/18 2:05:49,5.6,7,295
08/18 2:07:49,2.5,3.9,301
08/18 2:09:49,4.5,6,272
08/18 2:11:49,2.3,2.9,268
08/18 2:13:49,3.3,5.1,263
08/18 2:15:49,4.1,5.1,241
08/18 2:17:49,2.1,2.9,249
08/18 2:19:49,1.2,1.9,249
08/18 2:21:49,2.7,2.9,233
08/18 2:23:49,2.3,2.9,195
08/18 2:25:49,3.3,3.9,173
08/18 2:27:49,4.7,6,142
08/18 2:29:49,5.6,7,148
08/18 2:31:49,4.7,5.1,145
08/18 2:33:49,3.9,5.1,150
08/18 2:35:49,3.1,3.9,146
08/18 2:37:49,4.1,5.1,132
08/18 2:39:49,3.5,5.1,136
08/18 2:41:49,3.3,3.9,138
08/18 2:43:49,3.7,3.9,137
08/18 2:45:49,3.9,5.1,129
08/18 2:47:49,4.5,6,125
08/18 2:49:49,4.3,5.1,123
08/18 2:51:49,2.9,3.9,127
08/18 2:53:49,3.9,6,128
08/18 2:55:49,3.3,3.9,125
08/18 2:57:49,3.3,3.9,120
08/18 2:59:49,6,7,113
08/18 3:01:49,4.9,6,137
08/18 3:03:49,5.6,7,155
08/18 3:05:49,3.9,5.1,179
08/18 3:07:49,3.3,3.9,209
08/18 3:09:49,5.1,6,201
08/18 3:11:49,3.9,5.1,149
08/18 3:13:49,1.6,1.9,174
08/18 3:15:49,5.2,6,324
08/18 3:17:49,1.7,1.9,49
08/18 3:19:49,3.9,6,83
08/18 3:21:49,2.9,3.9,98
08/18 3:23:49,4.1,6,106
08/18 3:25:49,3.7,5.1,88
08/18 3:27:49,3.1,5.1,87
08/18 3:29:49,2.9,3.9,109
08/18 3:31:49,1.9,1.9,107
08/18 3:33:49,1.2,1.9,107
08/18 3:35:49,1,1,107
08/18 3:37:49,1.6,1.9,107
08/18 3:39:49,1.9,1.9,20
08/18 3:41:49,1.9,2.9,19
08/18 3:43:49,1.2,1.9,16
08/18 3:45:49,1.2,1.9,15
08/18 3:47:49,1.6,1.9,15
08/18 3:49:49,0.6,1,15
08/18 3:51:49,0.6,1,15
08/18 3:53:49,0.2,1,16
08/18 3:55:49,0,0,15
08/18 3:57:49,0.8,1,15
08/18 3:59:49,1.7,1.9,15
08/18 4:01:49,1,1,14
08/18 4:03:49,0,0,15
08/18 4:05:49,0,0,15
08/18 4:07:49,1,1,15
08/18 4:09:49,0.4,1,15
08/18 4:11:49,0.2,1,15
08/18 4:13:49,0.2,1,15
08/18 4:15:49,0,0,15
08/18 4:17:49,0.6,1,15
08/18 4:19:49,0.2,1,15
08/18 4:21:49,0.6,1,15
08/18 4:23:49,0.8,1,15
08/18 4:25:49,1.2,1.9,15
08/18 4:27:49,1,1,15
08/18 4:29:49,1.2,1.9,15
08/18 4:31:49,1,1,15
08/18 4:33:49,1,1,15
08/18 4:35:49,0.8,1,15
08/18 4:37:49,0.8,1,15
08/18 4:39:49,1,1,15
08/18 4:41:49,0.8,1,15
08/18 4:43:49,1.2,1.9,15
08/18 4:45:49,1.2,1.9,15
08/18 4:47:49,1,1,15
08/18 4:49:49,1.2,1.9,15
08/18 4:51:49,1.4,1.9,15
08/18 4:53:49,1.9,1.9,15
08/18 4:55:49,1,1,15
08/18 4:57:49,1.2,1.9,15
08/18 4:59:49,1.9,1.9,15
08/18 5:01:49,2.5,2.9,15
08/18 5:03:49,2.5,2.9,83
08/18 5:05:49,2.3,2.9,83
08/18 5:07:49,2.1,2.9,84
08/18 5:09:49,2.1,2.9,84
08/18 5:11:49,2.5,2.9,84
08/18 5:13:49,2.5,2.9,84
08/18 5:15:49,3.3,3.9,91
08/18 5:17:49,3.1,3.9,94
08/18 5:19:49,3.3,3.9,90
08/18 5:21:49,2.9,2.9,90
08/18 5:23:49,2.5,2.9,89
08/18 5:25:49,2.7,3.9,90
08/18 5:27:49,2.5,2.9,93
08/18 5:29:49,1.9,2.9,91
08/18 5:31:49,3.7,3.9,93
08/18 5:33:49,2.9,2.9,87
08/18 5:35:49,2.5,3.9,100
08/18 5:37:49,2.1,2.9,99
08/18 5:39:49,1.9,1.9,95
08/18 5:41:49,1.7,1.9,94
08/18 5:43:49,1.4,1.9,93
08/18 5:45:49,2.5,2.9,91
08/18 5:47:49,1.6,1.9,91
08/18 5:49:49,1.7,1.9,90
08/18 5:51:49,1.6,1.9,89
08/18 5:53:49,1.9,1.9,89
08/18 5:55:49,0,0,89
08/18 5:57:49,0,0,89
08/18 5:59:49,0,0,89
08/18 6:01:49,0,0,89
08/18 6:03:49,0,0,89
08/18 6:05:49,1.6,1.9,89
08/18 6:07:49,0.6,1,89
08/18 6:09:49,1.4,1.9,89
08/18 6:11:49,1.2,1.9,89
08/18 6:13:49,1.2,1.9,89
08/18 6:15:49,1.6,1.9,89
08/18 6:17:49,1.9,2.9,90
08/18 6:19:49,1.2,1.9,90
08/18 6:21:49,1.2,1.9,89
08/18 6:23:49,1.6,1.9,90
08/18 6:25:49,1,1,89
08/18 6:27:49,1.2,1.9,89
08/18 6:29:49,1,1,89
08/18 6:31:49,1,1,89
08/18 6:33:49,1.2,1.9,89
08/18 6:35:49,1.7,1.9,89
08/18 6:37:49,1.2,1.9,89
08/18 6:39:49,1.2,1.9,89
08/18 6:41:49,1.9,1.9,89
08/18 6:43:49,1.6,1.9,89
