Time,Wind(knotsbft),Gust(knotsbft),Wind Direction(deg)
08/15 5:43:49,1.7,2.9,84
08/15 5:45:49,0.2,1,84
08/15 5:47:49,0.8,1,84
08/15 5:49:49,1.4,1.9,84
08/15 5:51:49,0,0,84
08/15 5:53:49,1,1,84
08/15 5:55:49,1,1.9,84
08/15 5:57:49,1.4,1.9,85
08/15 5:59:49,1.2,1.9,85
08/15 6:01:49,1,1,85
08/15 6:03:49,0.2,1,85
08/15 6:05:49,0,0,84
08/15 6:07:49,1.2,1.9,84
08/15 6:09:49,1.6,1.9,85
08/15 6:11:49,0.2,1,84
08/15 6:13:49,0.2,1,84
08/15 6:15:49,0.6,1,84
08/15 6:17:49,1,1,84
08/15 6:19:49,0,0,84
08/15 6:21:49,0,0,84
08/15 6:23:49,0,0,84
08/15 6:25:49,0,0,84
08/15 6:27:49,0.4,1,84
08/15 6:29:49,0.8,1,84
08/15 6:31:49,1,1,84
08/15 6:33:49,2.1,2.9,85
08/15 6:35:49,1.6,1.9,85
08/15 6:37:49,0.8,1,85
08/15 6:39:49,1,1,85
08/15 6:41:49,2.9,3.9,115
08/15 6:43:49,1.9,2.9,115
08/15 6:45:49,2.1,2.9,115
08/15 6:47:49,1.9,1.9,115
08/15 6:49:49,1.4,1.9,115
08/15 6:51:49,1.6,1.9,115
08/15 6:53:49,1.9,1.9,115
08/15 6:55:49,1.7,1.9,115
08/15 6:57:49,2.1,2.9,113
08/15 6:59:49,2.5,2.9,112
08/15 7:01:49,3.3,3.9,90
08/15 7:03:49,2.1,2.9,94
08/15 7:05:49,1.9,1.9,95
08/15 7:07:49,1,1,94
08/15 7:09:49,0.2,1,94
08/15 7:11:49,1.6,1.9,95
08/15 7:13:49,1,1,95
08/15 7:15:49,1.2,1.9,94
08/15 7:17:49,1.9,1.9,94
08/15 7:19:49,2.9,3.9,80
08/15 7:21:49,2.1,2.9,81
08/15 7:23:49,2.7,3.9,83
08/15 7:25:49,1.9,1.9,81
08/15 7:27:49,1.9,1.9,84
08/15 7:29:49,1,1.9,84
08/15 7:31:49,2.1,2.9,74
08/15 7:33:49,1,1,74
08/15 7:35:49,2.5,2.9,277
08/15 7:37:49,0.8,1,277
08/15 7:39:49,1,1,276
08/15 7:41:49,2.3,2.9,276
08/15 7:43:49,1,1,276
08/15 7:45:49,0,0,276
08/15 7:47:49,0,0,276
08/15 7:49:49,0.8,1,276
08/15 7:51:49,0.8,1,276
08/15 7:53:49,0.4,1,276
08/15 7:55:49,0,0,276
08/15 7:57:49,0,0,276
08/15 7:59:49,0,0,276
08/15 8:01:49,0.4,1,276
08/15 8:03:49,0,0,277
08/15 8:05:49,0,0,276
08/15 8:07:49,0,0,277
08/15 8:09:49,0.2,1,277
08/15 8:11:49,0.8,1,277
08/15 8:13:49,0.2,1,276
08/15 8:15:49,0,0,276
08/15 8:17:49,0,0,277
08/15 8:19:49,1,1,276
08/15 8:21:49,1.2,1.9,276
08/15 8:23:49,1,1,277
08/15 8:25:49,1.2,1.9,277
08/15 8:27:49,1.2,1.9,277
08/15 8:29:49,1.2,1.9,277
08/15 8:31:49,1.6,1.9,277
08/15 8:33:49,1.2,1.9,277
08/15 8:35:49,1.6,1.9,278
08/15 8:37:49,1,1,278
08/15 8:39:49,1.9,2.9,53
08/15 8:41:49,1.9,1.9,54
08/15 8:43:49,1.2,1.9,55
08/15 8:45:49,2.5,2.9,57
08/15 8:47:49,2.5,2.9,59
08/15 8:49:49,2.1,2.9,60
08/15 8:51:49,3.5,3.9,84
08/15 8:53:49,2.7,2.9,94
08/15 8:55:49,2.9,3.9,95
08/15 8:57:49,2.3,2.9,97
08/15 8:59:49,1.4,1.9,98
08/15 9:01:49,2.1,2.9,98
08/15 9:03:49,2.7,2.9,99
08/15 9:05:49,2.3,2.9,106
08/15 9:07:49,2.5,3.9,107
08/15 9:09:49,3.1,3.9,108
08/15 9:11:49,1,1.9,109
08/15 9:13:49,1.7,1.9,110
08/15 9:15:49,3.3,3.9,135
08/15 9:17:49,2.7,2.9,136
08/15 9:19:49,2.9,2.9,133
08/15 9:21:49,3.1,3.9,131
08/15 9:23:49,2.1,2.9,131
08/15 9:25:49,1.2,1.9,132
08/15 9:27:49,1,1,133
08/15 9:29:49,1,1,133
08/15 9:31:49,0.4,1,133
08/15 9:33:49,0.8,1,133
08/15 9:35:49,1.7,1.9,132
08/15 9:37:49,2.9,2.9,114
08/15 9:39:49,2.5,2.9,104
08/15 9:41:49,2.1,2.9,101
08/15 9:43:49,1.6,1.9,99
08/15 9:45:49,2.5,2.9,98
08/15 9:47:49,2.5,2.9,94
08/15 9:49:49,2.1,2.9,93
08/15 9:51:49,2.1,2.9,97
08/15 9:53:49,2.9,3.9,90
08/15 9:55:49,1.6,1.9,90
08/15 9:57:49,3.3,3.9,86
08/15 9:59:49,3.5,5.1,107
08/15 10:01:49,2.7,2.9,96
08/15 10:03:49,2.5,2.9,96
08/15 10:05:49,2.7,2.9,92
08/15 10:07:49,2.1,2.9,77
08/15 10:09:49,1.9,1.9,80
08/15 10:11:49,2.9,3.9,78
08/15 10:13:49,2.3,2.9,79
08/15 10:15:49,1,1,80
08/15 10:17:49,1.9,2.9,133
08/15 10:19:49,2.5,2.9,165
08/15 10:21:49,3.5,5.1,190
08/15 10:23:49,2.1,2.9,186
08/15 10:25:49,2.1,2.9,162
08/15 10:27:49,1.9,2.9,164
08/15 10:29:49,1.2,1.9,164
08/15 10:31:49,0,0,164
08/15 10:33:49,0,0,164
08/15 10:35:49,2.1,2.9,164
08/15 10:37:49,0.6,1,164
08/15 10:39:49,1.2,1.9,164
08/15 10:41:49,0.4,1,93
08/15 10:43:49,2.5,2.9,98
08/15 10:45:49,2.1,2.9,98
08/15 10:47:49,1.4,1.9,99
08/15 10:49:49,0.6,1,99
08/15 10:51:49,0.8,1.9,99
08/15 10:53:49,0,0,99
08/15 10:55:49,0,0,99
08/15 10:57:49,0.6,1,99
08/15 10:59:49,1.6,1.9,98
08/15 11:01:49,1.6,2.9,97
08/15 11:03:49,1.7,1.9,241
08/15 11:05:49,2.5,2.9,255
08/15 11:07:49,0.8,1,255
08/15 11:09:49,0.8,1,254
08/15 11:11:49,1.2,1.9,256
08/15 11:13:49,0.8,1,260
08/15 11:15:49,1.2,1.9,261
08/15 11:17:49,0.6,1,261
08/15 11:19:49,1.6,1.9,261
08/15 11:21:49,1.4,1.9,262
08/15 11:23:49,1,1.9,262
08/15 11:25:49,0.6,1.9,263
08/15 11:27:49,1.9,1.9,262
08/15 11:29:49,0,0,265
08/15 11:31:49,2.1,2.9,265
08/15 11:33:49,1.6,1.9,265
08/15 11:35:49,1,1,265
08/15 11:37:49,2.7,2.9,303
08/15 11:39:49,0.6,1.9,301
08/15 11:41:49,0.6,1,301
08/15 11:43:49,1.9,1.9,283
08/15 11:45:49,1.6,1.9,284
08/15 11:47:49,3.9,5.1,291
08/15 11:49:49,3.3,3.9,312
08/15 11:51:49,0.8,1.9,317
08/15 11:53:49,3.5,3.9,288
08/15 11:55:49,3.5,3.9,292
08/15 11:57:49,2.9,3.9,239
08/15 11:59:49,3.5,3.9,277
08/15 12:01:49,1.9,1.9,290
08/15 12:03:49,2.1,2.9,233
08/15 12:05:49,3.5,5.1,268
08/15 12:07:49,2.9,5.1,265
08/15 12:09:49,2.5,2.9,269
08/15 12:11:49,4.1,5.1,282
08/15 12:13:49,1.9,1.9,282
08/15 12:15:49,1.2,1.9,277
08/15 12:17:49,3.3,3.9,276
08/15 12:19:49,2.9,3.9,295
08/15 12:21:49,1.9,2.9,254
08/15 12:23:49,2.7,3.9,239
08/15 12:25:49,4.3,6,278
08/15 12:27:49,3.1,3.9,282
08/15 12:29:49,2.5,2.9,289
08/15 12:31:49,1.2,1.9,297
08/15 12:33:49,1.2,1.9,295
08/15 12:35:49,3.1,3.9,242
08/15 12:37:49,1.7,2.9,234
08/15 12:39:49,1.6,1.9,304
08/15 12:41:49,2.1,2.9,304
08/15 12:43:49,2.9,3.9,303
08/15 12:45:49,1.7,1.9,303
08/15 12:47:49,1.2,1.9,303
08/15 12:49:49,0.6,1,302
08/15 12:51:49,0,0,302
08/15 12:53:49,3.3,3.9,3
08/15 12:55:49,1.7,1.9,305
08/15 12:57:49,0,0,304
08/15 12:59:49,3.5,3.9,252
08/15 13:01:49,3.5,3.9,266
08/15 13:03:49,3.7,3.9,228
08/15 13:05:49,2.5,2.9,232
08/15 13:07:49,1,1,232
08/15 13:09:49,2.1,2.9,280
08/15 13:11:49,2.9,5.1,308
08/15 13:13:49,1,1.9,309
08/15 13:15:49,1,1,325
08/15 13:17:49,1.6,1.9,324
08/15 13:19:49,3.1,3.9,300
08/15 13:21:49,0,0,300
08/15 13:23:49,3.9,5.1,286
08/15 13:25:49,1.9,2.9,287
08/15 13:27:49,1,1.9,253
08/15 13:29:49,1.2,1.9,252
08/15 13:31:49,1.9,1.9,255
08/15 13:33:49,3.5,3.9,22
08/15 13:35:49,1.6,1.9,30
08/15 13:37:49,1.2,1.9,58
08/15 13:39:49,4.7,7,324
08/15 13:41:49,3.9,5.1,338
08/15 13:43:49,1,1,329
08/15 13:45:49,2.1,2.9,329
08/15 13:47:49,2.5,3.9,261
08/15 13:49:49,1.9,2.9,122
08/15 13:51:49,3.5,5.1,55
08/15 13:53:49,1.7,1.9,82
08/15 13:55:49,2.7,2.9,81
08/15 13:57:49,1,1,80
08/15 13:59:49,0.2,1,78
08/15 14:01:49,1.4,1.9,78
08/15 14:03:49,2.1,2.9,79
08/15 14:05:49,0.6,1,78
08/15 14:07:49,2.1,2.9,79
08/15 14:09:49,2.1,2.9,7
08/15 14:11:49,1.9,2.9,7
08/15 14:13:49,2.5,3.9,5
08/15 14:15:49,3.5,5.1,10
08/15 14:17:49,3.9,3.9,43
08/15 14:19:49,1.6,1.9,44
08/15 14:21:49,4.7,6,312
08/15 14:23:49,1.9,2.9,304
08/15 14:25:49,0.6,1,304
08/15 14:27:49,1,1,294
08/15 14:29:49,2.1,2.9,33
08/15 14:31:49,2.9,3.9,2
08/15 14:33:49,1.9,1.9,341
08/15 14:35:49,1.9,3.9,47
08/15 14:37:49,0,0,47
08/15 14:39:49,2.1,2.9,336
08/15 14:41:49,1.2,1.9,334
08/15 14:43:49,4.1,6,79
08/15 14:45:49,4.3,5.1,77
08/15 14:47:49,2.5,3.9,86
08/15 14:49:49,3.3,3.9,89
08/15 14:51:49,2.1,2.9,108
08/15 14:53:49,4.7,5.1,39
08/15 14:55:49,0.2,1,15
08/15 14:57:49,1.4,1.9,16
08/15 14:59:49,2.1,2.9,318
08/15 15:01:49,1.9,3.9,26
08/15 15:03:49,3.9,5.1,41
08/15 15:05:49,5.1,7,45
08/15 15:07:49,1.2,1.9,75
08/15 15:09:49,6.6,8,11
08/15 15:11:49,3.9,5.1,19
08/15 15:13:49,2.5,2.9,2
08/15 15:15:49,4.9,7,348
08/15 15:17:49,3.3,3.9,348
08/15 15:19:49,4.1,6,39
08/15 15:21:49,2.9,3.9,40
08/15 15:23:49,5.1,6,66
08/15 15:25:49,5.6,7,66
08/15 15:27:49,5.4,7,39
08/15 15:29:49,6,7,58
08/15 15:31:49,5.2,6,76
08/15 15:33:49,6.8,9.9,74
08/15 15:35:49,6.8,8,89
08/15 15:37:49,8.4,9.9,98
08/15 15:39:49,7.8,9.9,69
08/15 15:41:49,8.4,10.9,83
08/15 15:43:49,5.2,6,89
08/15 15:45:49,5.8,8.9,80
08/15 15:47:49,5.6,7,116
08/15 15:49:49,8.2,9.9,83
08/15 15:51:49,7.6,8.9,84
08/15 15:53:49,5.1,7,85
08/15 15:55:49,5.2,6,91
08/15 15:57:49,4.7,5.1,68
08/15 15:59:49,5.1,6,79
08/15 16:01:49,4.9,6,89
08/15 16:03:49,3.9,6,96
08/15 16:05:49,3.3,3.9,99
08/15 16:07:49,2.9,2.9,97
08/15 16:09:49,1.6,1.9,96
08/15 16:11:49,3.1,3.9,99
08/15 16:13:49,3.7,5.1,113
08/15 16:15:49,1.9,1.9,113
08/15 16:17:49,2.5,2.9,113
08/15 16:19:49,2.1,2.9,113
08/15 16:21:49,3.7,5.1,123
08/15 16:23:49,4.7,7,166
08/15 16:25:49,4.7,6,185
08/15 16:27:49,4.9,6,178
08/15 16:29:49,5.1,6,187
08/15 16:31:49,4.5,5.1,184
08/15 16:33:49,8.6,10.9,189
08/15 16:35:49,9.1,15,219
08/15 16:37:49,15.9,20.8,207
08/15 16:39:49,14.8,17.9,218
08/15 16:41:49,13.8,15,220
08/15 16:43:49,10.7,13.8,232
08/15 16:45:49,10.7,12.8,201
08/15 16:47:49,6.4,8,219
08/15 16:49:49,11.5,15,219
08/15 16:51:49,9.3,10.9,219
08/15 16:53:49,12.2,15,227
08/15 16:55:49,9.9,11.9,221
08/15 16:57:49,7.8,9.9,197
08/15 16:59:49,8,10.9,249
08/15 17:01:49,5.8,7,201
08/15 17:03:49,9.7,11.9,219
08/15 17:05:49,7,9.9,226
08/15 17:07:49,3.9,6,181
08/15 17:09:49,4.3,5.1,167
08/15 17:11:49,2.5,3.9,186
08/15 17:13:49,5.2,7,149
08/15 17:15:49,5.4,7,163
08/15 17:17:49,7.4,8,130
08/15 17:19:49,6.6,8,135
08/15 17:21:49,7.8,8.9,135
08/15 17:23:49,5.8,7,131
08/15 17:25:49,5.1,7,153
08/15 17:27:49,5.1,7,147
08/15 17:29:49,5.2,6,140
08/15 17:31:49,5.1,6,155
08/15 17:33:49,3.3,3.9,150
08/15 17:35:49,2.7,3.9,153
08/15 17:37:49,2.5,2.9,153
08/15 17:39:49,3.5,3.9,174
08/15 17:41:49,3.5,5.1,192
08/15 17:43:49,5.6,7,221
08/15 17:45:49,4.9,8.9,149
08/15 17:47:49,5.4,6,155
08/15 17:49:49,3.7,5.1,172
08/15 17:51:49,5.8,7,202
08/15 17:53:49,7.8,9.9,151
08/15 17:55:49,11.5,12.8,116
08/15 17:57:49,8.7,10.9,186
08/15 17:59:49,9.3,10.9,174
08/15 18:01:49,5.8,8,222
08/15 18:03:49,10.3,13.8,209
08/15 18:05:49,17.1,19.8,199
08/15 18:07:49,14.2,15.9,226
08/15 18:09:49,7.8,8.9,196
08/15 18:11:49,20.4,23.7,236
08/15 18:13:49,18.1,20.8,197
08/15 18:15:49,8.2,9.9,242
08/15 18:17:49,19.4,23.7,198
08/15 18:19:49,11.1,17.9,195
08/15 18:21:49,16.5,20.8,226
08/15 18:23:49,11.5,15,218
08/15 18:25:49,12.8,13.8,219
08/15 18:27:49,12.4,13.8,220
08/15 18:29:49,10.5,12.8,198
08/15 18:31:49,9.3,11.9,216
08/15 18:33:49,15.9,18.9,222
08/15 18:35:49,13.4,15,230
08/15 18:37:49,15.6,18.9,248
08/15 18:39:49,8.6,10.9,230
08/15 18:41:49,15.7,17.9,199
08/15 18:43:49,14.6,16.9,208
08/15 18:45:49,16.3,18.9,205
08/15 18:47:49,11.1,12.8,222
08/15 18:49:49,12.2,15.9,208
08/15 18:51:49,9.3,12.8,217
08/15 18:53:49,10.9,12.8,249
08/15 18:55:49,7,8,218
08/15 18:57:49,11.9,15,230
08/15 18:59:49,11.7,12.8,229
08/15 19:01:49,3.5,5.1,186
08/15 19:03:49,10.5,11.9,222
08/15 19:05:49,12.4,13.8,225
08/15 19:07:49,8,9.9,221
08/15 19:09:49,6.4,8,242
08/15 19:11:49,6.6,8.9,252
08/15 19:13:49,7,8.9,177
08/15 19:15:49,5.4,8,219
08/15 19:17:49,2.9,3.9,209
08/15 19:19:49,6.6,8.9,122
08/15 19:21:49,4.5,6,107
08/15 19:23:49,9.1,9.9,140
08/15 19:25:49,12.2,15.9,112
08/15 19:27:49,15,17.9,129
08/15 19:29:49,11.7,13.8,117
08/15 19:31:49,13.4,16.9,115
08/15 19:33:49,11.3,13.8,125
08/15 19:35:49,12.8,15,114
08/15 19:37:49,12.4,15.9,112
08/15 19:39:49,10.3,12.8,125
08/15 19:41:49,16.3,20.8,113
08/15 19:43:49,10.3,12.8,129
08/15 19:45:49,9.1,13.8,115
08/15 19:47:49,8.7,9.9,143
08/15 19:49:49,9.5,10.9,137
08/15 19:51:49,8.6,9.9,122
08/15 19:53:49,9.3,10.9,121
08/15 19:55:49,9.1,11.9,121
08/15 19:57:49,11.5,12.8,100
08/15 19:59:49,4.7,6,113
08/15 20:01:49,5.8,8,147
08/15 20:03:49,8.4,10.9,248
08/15 20:05:49,4.9,6,241
08/15 20:07:49,4.3,5.1,245
08/15 20:09:49,2.5,2.9,273
08/15 20:11:49,1.6,1.9,267
08/15 20:13:49,1.9,1.9,268
08/15 20:15:49,2.5,2.9,91
08/15 20:17:49,2.5,2.9,90
08/15 20:19:49,0.6,1,88
08/15 20:21:49,1.6,1.9,141
08/15 20:23:49,3.9,5.1,144
08/15 20:25:49,4.7,6,140
08/15 20:27:49,6.4,7,145
08/15 20:29:49,3.9,5.1,141
08/15 20:31:49,11.1,12.8,117
08/15 20:33:49,9.9,11.9,132
08/15 20:35:49,8.7,9.9,125
08/15 20:37:49,11.9,12.8,112
08/15 20:39:49,7.8,10.9,124
08/15 20:41:49,5.8,8,122
08/15 20:43:49,7,8.9,134
08/15 20:45:49,11.3,15,121
08/15 20:47:49,9.5,12.8,146
08/15 20:49:49,8.4,9.9,116
08/15 20:51:49,7.8,9.9,131
08/15 20:53:49,7,8,132
08/15 20:55:49,9.3,10.9,131
08/15 20:57:49,4.9,7,151
08/15 20:59:49,4.3,6,125
08/15 21:01:49,5.1,7,139
08/15 21:03:49,1.9,1.9,115
08/15 21:05:49,2.1,2.9,116
08/15 21:07:49,3.1,3.9,192
08/15 21:09:49,5.2,6,214
08/15 21:11:49,5.1,7,285
08/15 21:13:49,3.9,3.9,257
08/15 21:15:49,1.6,1.9,228
08/15 21:17:49,1.2,1.9,228
08/15 21:19:49,1,1,153
08/15 21:21:49,3.3,3.9,168
08/15 21:23:49,6.6,8,155
08/15 21:25:49,5.1,6,205
08/15 21:27:49,5.2,6,220
08/15 21:29:49,4.9,6,201
08/15 21:31:49,8,8.9,224
08/15 21:33:49,6,7,169
08/15 21:35:49,2.9,3.9,150
08/15 21:37:49,4.3,6,222
08/15 21:39:49,6.2,8.9,222
08/15 21:41:49,5.1,5.1,223
08/15 21:43:49,4.9,5.1,220
08/15 21:45:49,5.6,7,216
08/15 21:47:49,3.1,6,174
08/15 21:49:49,2.9,2.9,308
08/15 21:51:49,8.7,11.9,195
08/15 21:53:49,7.4,10.9,235
08/15 21:55:49,10.7,13.8,229
08/15 21:57:49,6.8,10.9,183
08/15 21:59:49,8,8.9,247
08/15 22:01:49,8.4,9.9,232
08/15 22:03:49,7.4,8,170
08/15 22:05:49,4.3,5.1,201
08/15 22:07:49,5.6,6,205
08/15 22:09:49,3.5,3.9,156
08/15 22:11:49,2.9,3.9,160
08/15 22:13:49,4.3,6,136
08/15 22:15:49,1.4,1.9,178
08/15 22:17:49,5.8,8,124
08/15 22:19:49,5.2,7,146
08/15 22:21:49,5.4,8,129
08/15 22:23:49,3.7,3.9,144
08/15 22:25:49,4.7,5.1,134
08/15 22:27:49,3.9,5.1,131
08/15 22:29:49,3.7,3.9,155
08/15 22:31:49,1,1,231
08/15 22:33:49,2.5,2.9,164
08/15 22:35:49,1.2,1.9,163
08/15 22:37:49,0.2,1,163
08/15 22:39:49,0.2,1,164
08/15 22:41:49,0,0,164
08/15 22:43:49,1,1,163
08/15 22:45:49,1.6,1.9,163
08/15 22:47:49,1.2,1.9,163
08/15 22:49:49,3.9,5.1,104
08/15 22:51:49,0,0,105
08/15 22:53:49,1.6,1.9,105
08/15 22:55:49,1.9,1.9,139
08/15 22:57:49,2.9,3.9,108
08/15 22:59:49,2.9,2.9,115
08/15 23:01:49,1.9,2.9,119
08/15 23:03:49,2.5,2.9,141
08/15 23:05:49,1.2,1.9,141
08/15 23:07:49,1,1,141
08/15 23:09:49,0.8,1,141
08/15 23:11:49,1.6,1.9,165
08/15 23:13:49,0.8,1,165
08/15 23:15:49,1.7,1.9,164
08/15 23:17:49,3.9,5.1,100
08/15 23:19:49,1,1.9,101
08/15 23:21:49,0.8,1,102
08/15 23:23:49,0.4,1,102
08/15 23:25:49,0,0,102
08/15 23:27:49,1,1,102
08/15 23:29:49,0,0,102
08/15 23:31:49,1.6,2.9,253
08/15 23:33:49,1.9,2.9,235
08/15 23:35:49,4.5,5.1,239
08/15 23:37:49,6,7,229
08/15 23:39:49,7,8,233
08/15 23:41:49,6.4,8,280
08/15 23:43:49,8.7,10.9,296
08/15 23:45:49,7.8,9.9,289
08/15 23:47:49,6.4,8,283
08/15 23:49:49,8.4,8.9,301
08/15 23:51:49,9.3,12.8,282
08/15 23:53:49,8.4,9.9,297
08/15 23:55:49,10.1,13.8,295
08/15 23:57:49,5.2,6,294
08/15 23:59:49,4.5,6,303
08/16 0:01:49,7.4,8.9,302
08/16 0:03:49,8.7,10.9,297
08/16 0:05:49,7.8,8.9,304
08/16 0:07:49,8.2,9.9,298
08/16 0:09:49,7.2,8.9,309
08/16 0:11:49,5.2,6,317
08/16 0:13:49,5.8,7,337
08/16 0:15:49,5.6,7,320
08/16 0:17:49,6.6,8,291
08/16 0:19:49,5.1,6,288
08/16 0:21:49,4.1,5.1,281
08/16 0:23:49,5.2,7,290
08/16 0:25:49,3.5,5.1,305
08/16 0:27:49,2.5,3.9,318
08/16 0:29:49,1.2,1.9,317
08/16 0:31:49,3.3,3.9,327
08/16 0:33:49,1.2,1.9,329
08/16 0:35:49,1.9,1.9,329
08/16 0:37:49,2.5,2.9,332
08/16 0:39:49,3.7,5.1,3
08/16 0:41:49,4.3,5.1,7
08/16 0:43:49,3.3,3.9,21
08/16 0:45:49,3.1,3.9,23
08/16 0:47:49,4.3,5.1,10
08/16 0:49:49,2.5,2.9,30
08/16 0:51:49,2.1,2.9,20
08/16 0:53:49,2.7,3.9,27
08/16 0:55:49,1.4,1.9,28
08/16 0:57:49,2.1,2.9,30
08/16 0:59:49,2.3,2.9,28
08/16 1:01:49,1.9,1.9,28
08/16 1:03:49,1.4,1.9,28
08/16 1:05:49,1.6,1.9,28
08/16 1:07:49,1.2,1.9,27
08/16 1:09:49,1.6,1.9,26
08/16 1:11:49,1.9,1.9,26
08/16 1:13:49,1.6,1.9,336
08/16 1:15:49,2.1,2.9,335
08/16 1:17:49,1.9,1.9,335
08/16 1:19:49,2.1,2.9,333
08/16 1:21:49,1.9,2.9,332
08/16 1:23:49,1.9,1.9,332
08/16 1:25:49,2.1,2.9,332
08/16 1:27:49,2.1,2.9,330
08/16 1:29:49,1.9,1.9,330
08/16 1:31:49,2.1,2.9,330
08/16 1:33:49,1.9,1.9,329
08/16 1:35:49,2.7,2.9,329
08/16 1:37:49,0.8,1,329
08/16 1:39:49,1,1,329
08/16 1:41:49,0.8,1,329
08/16 1:43:49,0.8,1,329
08/16 1:45:49,0,0,329
08/16 1:47:49,0,0,329
08/16 1:49:49,0,0,329
08/16 1:51:49,0,0,329
08/16 1:53:49,0,0,329
08/16 1:55:49,0,0,329
08/16 1:57:49,0,0,329
08/16 1:59:49,0.8,1,329
08/16 2:01:49,1.4,1.9,330
08/16 2:03:49,1.6,1.9,330
08/16 2:05:49,2.1,2.9,330
08/16 2:07:49,1.2,1.9,330
08/16 2:09:49,1,1,330
08/16 2:11:49,1,1,330
08/16 2:13:49,1.6,1.9,330
08/16 2:15:49,1.9,1.9,331
08/16 2:17:49,1.9,1.9,331
08/16 2:19:49,1,1,331
08/16 2:21:49,0.8,1,331
08/16 2:23:49,0.6,1,331
08/16 2:25:49,0,0,331
08/16 2:27:49,0.6,1,331
08/16 2:29:49,0.8,1,331
08/16 2:31:49,1.4,1.9,331
08/16 2:33:49,1,1,331
08/16 2:35:49,2.1,2.9,331
08/16 2:37:49,1.9,1.9,332
08/16 2:39:49,1.6,2.9,333
08/16 2:41:49,2.1,2.9,334
08/16 2:43:49,3.1,3.9,46
08/16 2:45:49,3.5,5.1,76
08/16 2:47:49,2.9,3.9,85
08/16 2:49:49,3.5,3.9,85
08/16 2:51:49,3.1,3.9,85
08/16 2:53:49,2.9,3.9,76
08/16 2:55:49,2.7,3.9,74
08/16 2:57:49,1.9,1.9,74
08/16 2:59:49,1.7,1.9,73
08/16 3:01:49,1,1,73
08/16 3:03:49,1,1,73
08/16 3:05:49,1.2,1.9,73
08/16 3:07:49,0.6,1,73
08/16 3:09:49,0,0,73
08/16 3:11:49,0,0,73
08/16 3:13:49,1,1.9,73
08/16 3:15:49,0.6,1,334
08/16 3:17:49,0,0,334
08/16 3:19:49,0,0,334
08/16 3:21:49,0.8,1,334
08/16 3:23:49,1,1,334
08/16 3:25:49,0.4,1,334
08/16 3:27:49,0,0,334
08/16 3:29:49,0,0,334
08/16 3:31:49,0,0,334
08/16 3:33:49,0,0,334
08/16 3:35:49,0.4,1,334
08/16 3:37:49,0.2,1,334
08/16 3:39:49,0,0,334
08/16 3:41:49,0,0,334
08/16 3:43:49,0.2,1,334
08/16 3:45:49,1.2,1.9,19
08/16 3:47:49,1.7,2.9,44
08/16 3:49:49,2.1,2.9,46
08/16 3:51:49,1.9,1.9,48
08/16 3:53:49,1.6,1.9,47
08/16 3:55:49,4.3,5.1,97
08/16 3:57:49,3.5,3.9,84
08/16 3:59:49,2.1,2.9,78
08/16 4:01:49,3.9,5.1,87
08/16 4:03:49,3.1,3.9,87
08/16 4:05:49,3.3,3.9,87
08/16 4:07:49,3.5,3.9,87
08/16 4:09:49,2.9,3.9,87
08/16 4:11:49,2.7,3.9,87
08/16 4:13:49,2.5,2.9,85
08/16 4:15:49,2.9,3.9,86
08/16 4:17:49,3.1,3.9,93
08/16 4:19:49,3.1,3.9,93
08/16 4:21:49,2.7,3.9,92
08/16 4:23:49,2.5,3.9,97
08/16 4:25:49,3.3,3.9,105
08/16 4:27:49,2.1,2.9,106
08/16 4:29:49,2.1,2.9,109
08/16 4:31:49,2.1,2.9,108
08/16 4:33:49,2.9,2.9,104
08/16 4:35:49,1.7,1.9,105
08/16 4:37:49,2.1,2.9,105
08/16 4:39:49,1.6,1.9,105
08/16 4:41:49,1.6,1.9,104
08/16 4:43:49,2.3,2.9,103
08/16 4:45:49,1.9,1.9,103
08/16 4:47:49,1.9,1.9,102
08/16 4:49:49,2.5,2.9,102
08/16 4:51:49,2.9,3.9,97
08/16 4:53:49,2.5,3.9,92
08/16 4:55:49,2.7,3.9,93
08/16 4:57:49,3.5,3.9,88
08/16 4:59:49,4.7,6,87
08/16 5:01:49,3.3,3.9,98
08/16 5:03:49,3.9,5.1,98
08/16 5:05:49,2.1,2.9,93
08/16 5:07:49,2.5,2.9,87
08/16 5:09:49,3.3,3.9,90
08/16 5:11:49,2.5,2.9,92
08/16 5:13:49,4.1,5.1,89
08/16 5:15:49,3.5,5.1,85
08/16 5:17:49,4.5,6,93
08/16 5:19:49,3.9,5.1,96
08/16 5:21:49,4.5,6,84
08/16 5:23:49,4.3,5.1,89
08/16 5:25:49,4.5,5.1,86
08/16 5:27:49,3.9,5.1,96
08/16 5:29:49,4.3,6,105
08/16 5:31:49,2.3,2.9,112
08/16 5:33:49,2.7,2.9,111
08/16 5:35:49,1.2,1.9,112
08/16 5:37:49,1.6,2.9,112
08/16 5:39:49,1.2,1.9,112
08/16 5:41:49,1,1,112
08/16 5:43:49,3.1,3.9,119
08/16 5:45:49,2.7,3.9,125
08/16 5:47:49,3.5,5.1,126
08/16 5:49:49,2.3,2.9,126
08/16 5:51:49,2.5,2.9,125
08/16 5:53:49,2.7,2.9,125
08/16 5:55:49,1.9,2.9,125
08/16 5:57:49,1.9,2.9,126
08/16 5:59:49,2.3,2.9,126
08/16 6:01:49,1.9,1.9,126
08/16 6:03:49,3.3,3.9,127
08/16 6:05:49,2.5,2.9,128
