2021-11-30 00:05,301,2.2
2021-11-30 00:20,299,5.1
2021-11-30 00:35,288,3.8
2021-11-30 00:50,300,2.2
2021-11-30 01:05,295,3.4
2021-11-30 01:20,314,3.4
2021-11-30 01:35,322,3.6
2021-11-30 01:50,316,7.6
2021-11-30 02:05,311,0.9
2021-11-30 02:20,296,2.5
2021-11-30 02:35,300,2.2
2021-11-30 02:50,304,3.4
2021-11-30 03:05,328,2.2
2021-11-30 03:20,332,0.4
2021-11-30 03:35,2,6.3
2021-11-30 03:50,272,1.1
2021-11-30 04:05,305,2.2
2021-11-30 04:20,326,4.0
2021-11-30 04:35,275,3.8
2021-11-30 04:50,281,5.4
2021-11-30 05:05,287,3.4
2021-11-30 05:20,331,3.4
2021-11-30 05:35,290,4.5
2021-11-30 05:50,315,3.4
2021-11-30 06:05,320,4.5
2021-11-30 06:20,320,3.4
2021-11-30 06:35,325,3.8
2021-11-30 06:50,341,3.4
2021-11-30 07:05,327,3.6
2021-11-30 07:20,316,3.4
2021-11-30 07:35,308,5.4
2021-11-30 07:50,308,3.4
2021-11-30 08:05,324,2.5
2021-11-30 08:20,296,3.4
2021-11-30 08:35,286,5.4
2021-11-30 08:50,302,2.2
2021-11-30 09:05,47,3.1
2021-11-30 09:20,158,3.6
2021-11-30 09:35,176,1.3
2021-11-30 09:50,138,3.8
2021-11-30 10:05,136,2.2
2021-11-30 10:20,28,3.8
2021-11-30 10:35,321,2.2
2021-11-30 10:50,92,1.6
2021-11-30 11:05,143,4.2
2021-11-30 11:20,141,2.2
2021-11-30 11:35,148,2.5
2021-11-30 11:50,128,1.6
2021-11-30 12:05,106,3.6
2021-11-30 12:20,119,3.4
2021-11-30 12:35,174,2.7
2021-11-30 12:50,157,7.8
2021-11-30 13:05,189,5.8
2021-11-30 13:20,172,3.1
2021-11-30 13:35,141,6.5
2021-11-30 13:50,171,5.4
2021-11-30 14:05,114,3.8
2021-11-30 14:20,103,5.1
2021-11-30 14:35,105,4.9
2021-11-30 14:50,125,3.8
2021-11-30 15:05,94,2.9
2021-11-30 15:20,98,3.4
2021-11-30 15:35,10,3.6
2021-11-30 15:50,0,0.0
2021-11-30 16:05,0,0.0
2021-11-30 16:20,0,0.0
2021-11-30 16:35,21,1.3
2021-11-30 16:50,341,2.9
2021-11-30 17:05,284,3.4
2021-11-30 17:20,3,2.5
2021-11-30 17:35,306,2.2
2021-11-30 17:50,305,2.2
2021-11-30 18:05,305,0.7
2021-11-30 18:20,305,2.5
2021-11-30 18:35,310,4.2
2021-11-30 18:50,309,3.4
2021-11-30 19:05,296,3.1
2021-11-30 19:20,287,1.1
2021-11-30 19:35,287,1.1
2021-11-30 19:50,314,2.9
2021-11-30 20:05,287,2.5
2021-11-30 20:20,272,3.1
2021-11-30 20:35,281,3.4
2021-11-30 20:50,281,2.5
2021-11-30 21:05,284,2.2
2021-11-30 21:20,309,2.0
2021-11-30 21:35,292,2.9
2021-11-30 21:50,300,4.5
2021-11-30 22:05,294,3.1
2021-11-30 22:20,306,3.8
2021-11-30 22:35,294,4.2
2021-11-30 22:50,283,3.1
2021-11-30 23:05,271,4.5
2021-11-30 23:20,307,1.1
2021-11-30 23:35,312,3.4
2021-11-30 23:50,298,4.0
2021-12-01 00:05,279,1.3
2021-12-01 00:20,344,3.4
2021-12-01 00:35,310,4.5
2021-12-01 00:50,316,4.7
2021-12-01 01:05,323,2.9
2021-12-01 01:20,325,4.5
2021-12-01 01:35,288,4.5
2021-12-01 01:50,278,4.5
2021-12-01 02:05,279,4.7
2021-12-01 02:20,303,3.4
2021-12-01 02:35,308,4.5
2021-12-01 02:50,290,3.8
2021-12-01 03:05,312,4.5
2021-12-01 03:20,328,4.5
2021-12-01 03:35,313,3.4
2021-12-01 03:50,284,6.7
2021-12-01 04:05,284,5.8
2021-12-01 04:20,340,2.5
2021-12-01 04:35,307,5.4
2021-12-01 04:50,297,3.4
2021-12-01 05:05,332,2.2
2021-12-01 05:20,337,2.2
2021-12-01 05:35,307,1.8
2021-12-01 05:50,305,6.3
2021-12-01 06:05,332,1.6
2021-12-01 06:20,318,3.6
2021-12-01 06:35,331,1.3
2021-12-01 06:50,314,2.2
2021-12-01 07:05,307,4.7
2021-12-01 07:20,319,4.2
2021-12-01 07:35,310,2.2
2021-12-01 07:50,319,3.4
2021-12-01 08:05,304,4.0
2021-12-01 08:20,289,4.5
2021-12-01 08:35,11,4.5
2021-12-01 08:50,5,3.4
